Customer,Spend_pd,LM_P,A_pd,P-A / S,lasso model,Actual,Predict A_pd,Spend
284849,9.673928571428572,0.0,0.0,0.0,-2.092267383070997,0.0,20.240445216158605,3482.614285714286
123488,2.16,0.0,0.23128,-0.10707407407407407,-2.0905931402921443,57.82,4.515681183031032,777.6
104793,0.7591089108910892,0.0,0.42108,-0.554703012912482,-2.0787671709624216,105.27,1.5780106831454346,273.27920792079215
270742,8.1290625,0.0,0.0,0.0,-2.0723750539205286,0.0,16.846466336760848,2926.4625
48788,0.3647112462006079,0.0,0.63488,-1.740774397866489,-2.070108741123831,158.72,0.7549919387460441,131.29604863221886
319670,3.136987951807229,1.1005103030303027,27.09372,-8.28604065310322,-2.065366298500084,6773.429999999999,7.579539497493759,1129.3156626506025
71152,0.7911526479750778,0.0,0.21844,-0.2761034808631281,-2.052792890705625,54.61,1.6240725312261697,284.814953271028
171740,0.6784795321637427,0.0,7.16176,-10.55560213756249,-2.0490795517077,1790.44,1.3902585356089319,244.25263157894736
222928,3.975432835820896,0.0,1.08592,-0.27315767737672414,-2.0421008181463995,271.48,8.118234646515914,1431.1558208955225
75229,1.5318181818181815,0.0,322.20904,-210.34418041543032,-2.038077203057388,80552.26000000001,3.121963715592453,551.4545454545454
247813,10.798714285714286,0.0,2.17828,-0.20171660647431572,-2.0354588482653426,544.57,21.9803385427465,3887.537142857143
106058,3.79676282051282,0.0,0.0,0.0,-2.0349130767227166,0.0,7.726082312676162,1366.8346153846153
61128,26.029,0.0,116.09684,-4.46028814015137,-2.0347974311489008,29024.21,52.96374233537474,9370.44
63972,2.6134627831715207,0.0,0.0,0.0,-2.034722479402725,0.0,5.317671474001503,940.8466019417474
226268,10.308639053254437,0.0,0.18028,-0.017488244478119117,-2.022576850081995,45.07,20.8500147049636,3711.110059171597
142074,1.0375641025641025,0.0,0.0,0.0,-2.0223852781555944,0.0,2.098354366168362,373.52307692307687
82453,1.0736615384615384,0.0,0.93456,-0.870441909783917,-2.0173749995886743,233.64,2.1659779457122217,386.51815384615384
301709,3.6439024390243904,0.0,4.80432,-1.3184546184738954,-2.0107717651105474,1201.08,7.327056139207702,1311.8048780487804
64856,0.9879245283018868,0.0,2.29708,-2.3251573720397247,-2.007268556355288,574.27,1.9830298417125072,355.6528301886793
45622,0.929611111111111,0.0,14.90588,-16.03453295882388,-2.0067888308519275,3726.47,1.8655331948136278,334.65999999999997
84364,1.2664705882352942,0.0,0.46616,-0.36807803065490013,-2.0051848457379764,116.54,2.5395076311022726,455.92941176470595
82512,0.8389597315436241,0.0,0.0,0.0,-2.002604675165845,0.0,1.6801046806651438,302.0255033557047
119262,2.1232067510548527,0.0,0.0,0.0,-1.996771217278501,0.0,4.2395581288377295,764.354430379747
61846,1.4272443181818182,0.0,0.077,-0.05395011843388602,-1.9794355999438884,19.25,2.825138213226733,513.8079545454545
55013,3.2006460674157307,0.0,8.31612,-2.598262920934151,-1.966288448845945,2079.03,6.29339339120375,1152.232584269663
60355,0.3182771535580524,0.0,1.6574,-5.207411155566016,-1.9659959016024628,414.35,0.6257315794688287,114.57977528089887
270790,10.46758620689655,0.0,0.73936,-0.07063328501778891,-1.9596483347724023,184.84,20.512787879431393,3768.3310344827582
86233,7.055305555555554,0.0,3.75652,-0.5324390234299642,-1.9589937332271894,939.13,13.821299369336305,2539.9099999999994
55146,25.50511235955056,0.0,0.0,0.0,-1.9581654550182475,0.0,49.94322994883085,9181.840449438201
73843,96.5519287833828,0.0,13.44,-0.13919970496035403,-1.9527164357225248,3360.0,188.53853823602233,34758.69436201781
289908,0.8922477064220183,0.0,0.23324,-0.26140722842013264,-1.950783754544504,58.31,1.7405823307176673,321.2091743119266
70650,6.960833333333333,0.0,0.07628,-0.010958458039027895,-1.9449794128927083,19.07,13.538677529910661,2505.9
14493,1.7107260726072604,0.0,0.61764,-0.3610396836114595,-1.9389581989416644,154.41,3.3170263446251207,615.8613861386137
266269,31.245994152046787,0.0,0.8664,-0.02772835441829736,-1.9362220379342572,216.6,60.499182474357916,11248.557894736843
64024,7.274011299435027,0.0,0.7377999999999999,-0.10142959223300972,-1.9333265320840556,184.45,14.063039039876955,2618.6440677966098
285549,5.013305785123967,0.0,4.70376,-0.9382551557013568,-1.9332626018819616,1175.94,9.69203658617865,1804.790082644628
269808,1.1756307692307693,0.0,0.0,0.0,-1.9320747360378807,0.0,2.2714065081395494,423.22707692307694
250911,6.635294117647059,0.0,13.75856,-2.073541843971631,-1.9315968997334685,3439.64,12.81671354646678,2388.7058823529414
103264,0.5658052434456928,0.0,0.0,0.0,-1.930502986499846,0.0,1.0922887122491824,203.68988764044943
53180,0.3409195402298851,0.0,0.29068,-0.8526351989211058,-1.9289986975571831,72.67,0.657633349075242,122.73103448275863
56870,1.6878125000000002,0.0,0.55428,-0.32840140714682464,-1.9239392890514422,138.57,3.2472487813021376,607.6125000000001
7087,17.585738255033558,0.0,139.3706,-7.925206094780127,-1.9198713928305542,34842.65,33.76235579764484,6330.865771812081
29047,1.3105428571428572,0.0,9.237759999999998,-7.048804203274541,-1.9169537113858777,2309.44,2.512249993930252,471.7954285714286
99609,5.828903225806451,0.0,11.53404,-1.978766768495152,-1.9158060533626495,2883.51,11.167048084465074,2098.4051612903227
95585,3.491938461538461,0.0,0.3818,-0.10933755110672495,-1.9005660297680567,95.45,6.636659618040529,1257.097846153846
81899,7.531312500000001,0.0,4.31084,-0.5723889428303498,-1.9003892994798477,1077.71,14.312425686038823,2711.2725000000005
238428,1.5755974842767295,0.0,0.0,0.0,-1.8928413284906376,0.0,2.9823560353048713,567.2150943396226
63717,7.057465181058495,0.0,0.46792,-0.06630142522783516,-1.8897361761580338,116.98,13.336747264621946,2540.687465181058
239630,7.116528662420381,0.0,9.76688,-1.3724219297499767,-1.8885369737092073,2441.72,13.43982750344222,2561.950318471337
80394,5.546757812499999,0.0,2.11344,-0.3810225849841899,-1.883185021512471,528.36,10.445571230457277,1996.8328124999998
88082,3.319518413597734,0.0,3.5665600000000004,-1.074420911596788,-1.882265977382306,891.6400000000001,6.248216571209101,1195.026628895184
98418,26.425798319327733,0.0,16.05648,-0.6076062416724172,-1.8797012573827556,4014.12,49.67260632818345,9513.287394957984
272534,1.693279742765273,0.0,0.51728,-0.3054899830994474,-1.879227198050532,129.32,3.1820573465125097,609.5807073954983
79384,3.066107784431137,0.0,0.4356,-0.14206936958050154,-1.8787960446286693,108.9,5.760591177794393,1103.7988023952093
108998,0.2876734693877551,0.0,0.2637199999999999,-0.9167338251986376,-1.8740890178238168,65.92999999999999,0.5391256896988678,103.56244897959185
151254,18.51393188854489,0.0,0.0,0.0,-1.873998802736296,0.0,34.69508619307445,6665.01547987616
293128,6.8704,0.0,0.0,0.0,-1.8704976674847458,0.0,12.851067174687197,2473.344
34593,0.5674647887323944,0.0,1.9146799999999995,-3.374094812608587,-1.86203365336769,478.6699999999999,1.0566385337209045,204.28732394366196
119794,2.163853503184713,0.0,1.18168,-0.5460998160276695,-1.8597005470955723,295.42,4.024119543707282,778.9872611464967
291668,12.185947368421052,0.0,12.51032,-1.0266185813685307,-1.8594078280438768,3127.58,22.658645928972785,4386.941052631579
113153,4.030125,0.0,0.234,-0.05806271517632828,-1.8567763003018343,58.5,7.48304058725393,1450.845
275528,0.7326440677966102,0.0,0.44204,-0.6033489103780132,-1.8561694375701923,110.51,1.3599115272611717,263.75186440677965
56046,48.61619047619048,0.0,1.28056,-0.026340196289693807,-1.8476737424345346,320.14,89.82685860005304,17501.828571428574
283729,10.800829694323143,0.0,0.0396,-0.0036663850019608723,-1.8387645277191795,9.9,19.860182511857385,3888.2986899563316
8747,14.773316831683168,0.0,0.0,0.0,-1.8360804837920126,0.0,27.124998715529514,5318.39405940594
62721,1.7744972067039109,0.0,0.1913599999999999,-0.10783899759157516,-1.8308407172554626,47.84,3.2488217386896032,638.818994413408
125585,8.00223880597015,0.0,2.45576,-0.3068841182504896,-1.8289229396756883,613.94,14.635478121001796,2880.805970149254
15117,2.0637785016286645,0.0,3.31316,-1.6053854603996338,-1.8277715824620577,828.29,3.7721156977729984,742.9602605863192
83370,0.7382181818181818,0.0,0.40368,-0.5468302054086006,-1.8264156132675184,100.92,1.3482932132706869,265.7585454545454
67424,2.417678571428572,0.0,0.0,0.0,-1.8214365534623091,0.0,4.403648124522538,870.3642857142859
5309,10.784423791821562,0.0,0.0,0.0,-1.817362586022666,0.0,19.599208311069198,3882.392565055762
76913,4.435953177257525,0.0,0.1868,-0.04211045350020734,-1.8171462867835129,46.7,8.060775844399037,1596.943143812709
92278,1.7273228346456693,0.0,0.28712,-0.16622254638282352,-1.8135118200965252,71.78,3.1325203777525568,621.8362204724409
293508,4.324343434343435,0.0,0.0,0.0,-1.813498429488988,0.0,7.842190026752836,1556.7636363636366
50682,12.046985915492955,0.0,0.27532,-0.02285384924754717,-1.8096807089812512,68.83,21.80119801263644,4336.914929577464
85294,1.702795698924731,0.0,6.6188400000000005,-3.8870429401363986,-1.8065911283770841,1654.71,3.0762556031160755,613.0064516129032
291928,1.415769230769231,0.0,0.38484,-0.2718239608801956,-1.8043286289388745,96.21,2.5545129550476915,509.6769230769231
124138,5.795845272206304,0.0,0.0,0.0,-1.800749366356853,0.0,10.436864701427863,2086.504297994269
81203,1.566967741935484,0.0,0.496,-0.3165349143610013,-1.7965962409627305,124.0,2.8152083548711486,564.1083870967742
268091,0.443596837944664,0.0,0.00852,-0.019206629243517778,-1.7909822255895589,2.13,0.7944740520866251,159.69486166007903
291128,0.6529857819905214,0.0,0.0,0.0,-1.7865460851224255,0.0,1.1665891924557716,235.0748815165877
39159,10.16447852760736,0.0,1.5064,-0.14820238892812093,-1.7848345421801923,376.6,18.141912379322477,3659.2122699386496
266808,2.3292920353982303,0.0,0.93876,-0.4030237452984309,-1.7816210687206697,234.69000000000003,4.149915765468739,838.5451327433628
175360,3.404290657439446,0.0,0.0,0.0,-1.778451765630785,0.0,6.054366730443569,1225.5446366782005
15003,0.3596141479099679,0.0,0.1854,-0.5155525751072961,-1.7779936003003707,46.35,0.6393916535613938,129.46109324758842
122136,23.507020057306587,0.0,45.673640000000006,-1.9429787309771518,-1.7779329447066365,11418.410000000002,41.793905391765065,8462.52722063037
121661,9.982369668246443,0.0,0.0,0.0,-1.7773367804964086,0.0,17.742032767886137,3593.65308056872
70282,1.2867834394904458,0.0,0.0,0.0,-1.773855307810892,0.0,2.282567634143283,463.2420382165605
74564,1.929545454545455,0.0,45.72672,-23.698182332155472,-1.7723342644078073,11431.68,3.419799523823247,694.6363636363637
52857,1.3184469696969696,0.0,0.55676,-0.4222847128451174,-1.7710602025716553,139.19,2.3350489572315003,474.6409090909091
69813,1.4273410404624278,0.0,0.15372,-0.10769675616571497,-1.7690130959664234,38.43,2.5249849929883754,513.842774566474
292208,3.945771144278608,0.0,2.54576,-0.64518693733451,-1.7678673118888446,636.4399999999999,6.975599826164393,1420.4776119402989
69621,1.268006329113924,0.0,2.1588,-1.702515161346677,-1.7678367699201476,539.6999999999999,2.2416282130990632,456.48227848101266
50924,0.541344537815126,0.0,0.07812,-0.1443073579633654,-1.7666757987106299,19.53,0.9563802937221746,194.88403361344538
100462,12.651730769230769,0.0,0.87764,-0.06936916505798842,-1.762568153446879,219.41,22.299537739830136,4554.623076923077
14958,0.3622625698324022,0.0,0.84476,-2.3318997609684633,-1.7611289548735705,211.19,0.6379911009987523,130.4145251396648
55371,9.61533923303835,0.0,0.0818,-0.008507240152165908,-1.7578949447365566,20.45,16.902756229685195,3461.522123893806
91655,1.3578484848484849,0.0,0.70928,-0.5223557767412796,-1.7538552015374518,177.32,2.381469628051263,488.82545454545453
58511,2.56803125,0.0,1.1034000000000002,-0.42966766856906435,-1.7494080585926526,275.85,4.492534563467763,924.49125
100178,1.002439024390244,0.0,0.0316,-0.03152311435523115,-1.7482378505832057,7.9,1.7525018453407257,360.8780487804878
290533,16.143933649289096,0.0,0.7590800000000001,-0.04701951931234718,-1.745325764999901,189.77,28.176423346553136,5811.816113744075
91260,7.192475570032572,0.0,1.78836,-0.24864318030515065,-1.7451891045974364,447.09,12.55222999990408,2589.291205211726
287088,2.641222707423581,0.0,0.0,0.0,-1.7435151505460629,0.0,4.605011806359305,950.8401746724892
118924,0.3701223241590214,0.0,0.28852,-0.7795260679170454,-1.7359581401756399,72.13000000000001,0.6425168614845801,133.2440366972477
116053,0.5312461059190031,0.0,2.03496,-3.8305410191755116,-1.7355300074993927,508.74,0.9219935581896307,191.24859813084112
44443,3.533543543543544,0.0,11.70308,-3.311995410777873,-1.7354939021911517,2925.77,6.132443272946735,1272.0756756756757
50844,0.160532212885154,0.0,0.1088,-0.677745594137149,-1.7284382073640803,27.2,0.2774700102634045,57.79159663865544
72005,0.6595454545454545,0.0,0.09804,-0.14864782908339078,-1.7254102390804267,24.51,1.1379864804116815,237.43636363636364
98202,0.3498154981549815,0.0,5.6422,-16.12907383966245,-1.722483522386545,1410.55,0.6025514314473964,125.93357933579333
284348,15.555425101214576,0.0,5.751879999999999,-0.3697668152798273,-1.7186523333777184,1437.9699999999998,26.734367646884763,5599.953036437248
86039,1.175878787878788,0.0,18.02812,-15.331614266570456,-1.7161620766747065,4507.03,2.0179985825237976,423.3163636363637
139015,1.4922727272727272,0.0,0.439,-0.29418215047212914,-1.712514482737368,109.75,2.555538657648536,537.2181818181818
62440,0.7132746478873239,0.0,1.6162,-2.265887347583552,-1.7082349561512986,404.05,1.2184406868576356,256.77887323943656
250830,2.28149855907781,0.0,0.0,0.0,-1.7074951285067677,0.0,3.89564767532057,821.3394812680116
123151,0.8189795918367347,0.0,4.3984000000000005,-5.370585596810367,-1.7046720680348235,1099.6,1.3960916344946424,294.8326530612245
69708,3.794013157894737,0.0,0.57788,-0.15231365204876102,-1.7035730806485425,144.47,6.463378683415842,1365.8447368421052
235071,16.688413597733714,0.0,0.0,0.0,-1.7034182305643677,0.0,28.427347961577897,6007.828895184137
41656,5.822611111111111,0.0,0.85352,-0.14658715543809098,-1.7029253251516097,213.38,9.915471919620263,2096.14
140255,5.361183800623054,0.0,8.184759999999999,-1.5266702848443288,-1.7002348036135533,2046.19,9.1152712863885,1930.0261682242992
172502,6.807544642857143,0.1350101818181825,1.0596799999999995,-0.1358301512061375,-1.699187654649939,264.92,11.702305997439368,2450.7160714285715
5536,1.2587087087087083,0.0,0.4162,-0.3306563282834309,-1.6980606512040315,104.05,2.1373637295860948,453.135135135135
80514,8.955423728813559,0.0,1.2289199999999998,-0.13722633760433028,-1.6976905712137957,307.23,15.20353842563107,3223.952542372881
70844,1.3472372372372372,0.0082959999999999,0.0,0.006157787040545587,-1.6934073488403507,0.0,2.2897174381689087,485.0054054054054
48588,31.8748511904762,0.0,2.4966000000000004,-0.07832507154561878,-1.6899924034913476,624.1500000000001,53.868256374321916,11474.946428571431
265890,3.4954202898550726,0.0,0.0,0.0,-1.689104915257857,0.0,5.904131592486246,1258.351304347826
151495,27.81493377483444,0.0,1.2992,-0.04670872167150191,-1.6853625057164459,324.8,46.87824648309197,10013.376158940398
65695,0.6728623188405798,0.0,0.0,0.0,-1.6815847145510525,0.0,1.1314749903596957,242.2304347826087
305048,28.99046979865772,0.0,14.203880000000002,-0.48994997661809714,-1.6763118675151483,3550.9700000000003,48.597068568329426,10436.56912751678
302051,0.7400632911392405,0.0276792727272727,45.98816000000001,-62.103446120833766,-1.6732284697674809,11497.040000000005,1.2659742408912698,266.4227848101266
67851,0.8926071428571429,0.0049199999999999,0.92008,-1.025266274556876,-1.6724132220520305,230.02,1.4977279878123713,321.33857142857147
288471,23.90911111111112,0.0,2.15612,-0.0901798477567826,-1.6708633158412127,539.03,39.94885666992711,8607.280000000002
61035,2.9327433628318587,0.0,0.72764,-0.24810899215449603,-1.6706624777218766,181.91,4.899624293071062,1055.7876106194692
54458,0.4024137931034483,0.003232,0.2484799999999999,-0.6094423307626389,-1.6684749519367745,62.11999999999999,0.674649334106971,144.8689655172414
28828,5.595438596491228,0.0,6.18868,-1.106022323948078,-1.6677641947362958,1547.1699999999998,9.331872145073582,2014.357894736842
191425,0.6677675840978594,0.0,1.08008,-1.6174489833302799,-1.6656946067681437,270.02,1.1122968634063972,240.3963302752294
281488,29.3584555984556,0.0,0.0,0.0,-1.663434821763183,0.0,48.835877355659306,10569.044015444015
126592,1.529111111111111,0.0,0.0104,-0.006801337014968755,-1.6633314548776212,2.6,2.5434186091139805,550.48
284289,1.5461133603238866,0.0,3.2481599999999995,-2.100855010605148,-1.6525956562783275,812.0399999999998,2.5551002233851436,556.6008097165992
279849,23.833663003663005,0.0,0.12624,-0.005296709950988151,-1.6519972771031888,31.56,39.37314638544629,8580.118681318681
238688,1.9526900584795324,0.0,0.0,0.0,-1.650796513173007,0.0,3.223493939845607,702.9684210526317
85264,0.4328486646884273,0.001376,0.0,0.0031789401521903067,-1.648623849993675,0.0,0.7149806320432563,155.82551928783383
115489,6.013650306748467,0.0,1.18584,-0.19719137953020988,-1.6477870573240736,296.46,9.90921514273307,2164.914110429448
247828,39.6106432748538,0.0,53.79872000000001,-1.358188495619643,-1.6419265255133775,13449.680000000002,65.03776588563053,14259.831578947367
261233,12.117057142857144,0.0,19.2332,-1.5872830979705113,-1.6364569926843437,4808.299999999999,19.829042892184347,4362.140571428572
70146,7.578926380368098,0.0,3.46768,-0.4575423781635387,-1.6300947342860521,866.92,12.354367984179685,2728.413496932515
90069,0.496060606060606,0.0,3.1324,-6.314551007941358,-1.6280407957558554,783.1,0.8076069038340409,178.58181818181816
167258,7.21578947368421,0.0,2.34168,-0.3245216630196937,-1.6253916310174301,585.42,11.728483821709982,2597.684210526316
192049,6.42317689530686,0.0,0.8259199999999999,-0.12858434594934856,-1.6250509164037892,206.48,10.43798949994206,2312.34368231047
11737,7.079939759036143,0.0,5.16908,-0.7301022573536295,-1.6226954108650733,1292.27,11.488585756189122,2548.778313253011
242548,1.1576408450704223,0.0,0.0,0.0,-1.6215258816458145,0.0,1.8771445919320222,416.750704225352
39335,6.559887640449439,0.0,7.416480000000001,-1.1305803401675145,-1.620493627757023,1854.12,10.630256120150369,2361.559550561798
93441,1.937402234636872,0.0,0.20696,-0.10682345477875976,-1.618979441814236,51.74,3.1366143884020565,697.4648044692739
246268,0.6390839694656488,0.0,1.03656,-1.6219464882943144,-1.6168060941504274,259.14,1.0332748565059067,230.07022900763357
280268,0.6128888888888889,0.008024,1.43648,-2.3306932559825957,-1.6165532110864107,359.12,0.9987915013725158,220.64000000000001
79086,3.0096254681647943,0.0,6.386559999999999,-2.122044775190711,-1.61461944946405,1596.64,4.859399816501224,1083.465168539326
28802,0.869731543624161,0.0206327272727272,0.275,-0.2924664220724103,-1.6127718511122175,68.75,1.4233112788541518,313.103355704698
60092,8.350972222222222,0.0,0.34152,-0.040895837144710366,-1.6114044553850637,85.38,13.456793845685795,3006.35
118785,0.8871704180064308,0.0346538181818181,0.0,0.03906106141330662,-1.6108323651982657,0.0,1.463736640953051,319.3813504823151
142997,1.7299685534591194,0.0,0.94616,-0.5469232363259594,-1.6073599434892896,236.54,2.7806821563262982,622.788679245283
105719,0.996,0.0,0.0,0.0,-1.6065648091812066,0.0,1.6001385499444818,358.56
246093,6.90025641025641,0.0,0.70904,-0.10275560179852106,-1.6062321050220907,177.26,11.083413379038328,2484.0923076923077
73348,46.52112044817928,0.0,0.9962799999999998,-0.021415649287935233,-1.6053102994772432,249.07,74.6808337986836,16747.60336134454
83398,5.251133144475921,0.0,3.924,-0.7472672834677527,-1.6022953557592567,981.0,8.41386624986727,1890.4079320113317
113062,16.372898550724642,0.0,1.7275999999999998,-0.10551583121630828,-1.6015562738840432,431.9,26.222118395580008,5894.243478260871
239288,1.1373432835820896,0.0,0.0,0.0,-1.6015304154559429,0.0,1.8214898614712502,409.44358208955225
89761,0.6862815884476533,0.0,0.49184,-0.7166737506575488,-1.5997436818545423,122.96,1.0978746350922326,247.0613718411552
75441,1.879228571428572,0.0,0.21284,-0.11325924011372444,-1.5992407889831421,53.21,3.0053389832510926,676.5222857142859
281791,11.342862595419849,0.0,3.87508,-0.34163157381142256,-1.596821960500761,968.77,18.112532087309074,4083.4305343511455
253728,1.3677811550151977,0.0,2.92484,-2.138383022222222,-1.5963881284471704,731.21,2.1835095981800206,492.40121580547117
278970,2.914945848375451,0.0,6.444679999999999,-2.210908996334093,-1.5960303406285838,1611.1699999999998,4.652342015296548,1049.3805054151624
60677,2.353136094674556,0.0,0.33488,-0.1423122108227721,-1.5948304228530685,83.72,3.7528530329006404,847.1289940828401
298269,37.60342696629213,0.0,16.6816,-0.4436191418126187,-1.591135988920153,4170.4,59.832165952797986,13537.233707865167
29037,0.4198507462686567,0.0,0.0756,-0.18006398862424458,-1.5896743506084023,18.9,0.66742596242708,151.14626865671642
203370,4.959222222222222,0.0,0.26432,-0.05329868034862097,-1.587881981081249,66.08,7.874659606844377,1785.3200000000002
78838,3.732921348314607,0.0,2.6306400000000005,-0.7047134816241761,-1.5873748625900648,657.6600000000001,5.925545512340419,1343.8516853932585
13662,1.637046979865772,0.0171759999999999,0.0,0.010492062971465991,-1.5872747348762628,0.0,2.61561931094643,589.3369127516779
99533,39.75817365269461,0.0,9.74664,-0.24514808162822693,-1.5865098258929664,2436.66,63.07673315955885,14312.942514970058
57916,0.852,0.0,0.1064,-0.12488262910798122,-1.5857974850719228,26.6,1.3510994572812782,306.71999999999997
73590,0.412253086419753,0.0,0.0,0.0,-1.5852544992771775,0.0,0.6535260600878166,148.41111111111107
298348,9.909548022598871,0.0,3.3748,-0.34056043649051587,-1.5844531695317712,843.7,15.701214773034078,3567.4372881355935
88182,4.877037037037037,0.0,0.05888,-0.012072904009720536,-1.58407063980685,14.72,7.725571179620964,1755.7333333333333
117289,0.6868910256410257,0.0072346666666666,0.8813599999999999,-1.2725822593439409,-1.582522944034169,220.34,1.0942554747947524,247.28076923076924
