Branch,Bus_Type_ID,Customer,Training_spend,Predicted_spend,Testing_spend,Intercept,Slope,Churn_time,Error_slope_ratio
161,206,74564,552.3104812109011,0.0,7163.55,175.04283954140715,-26.62484253784823,2.045594374855189,-0.4406941004874459
163,206,129325,15783.667133164185,13396.584508502714,52.0,1686.5710567235,-24.045409646018143,65.76527972151744,-7.681154548787984
382,206,165897,1502.9082850013117,19.921000699753503,574.59,258.4754579969566,-24.041028777072324,6.262117854172131,-0.5668429590722988
606,206,125123,1030.0291858929352,0.0,2688.51,207.52528136031495,-23.227191726893658,4.478387764751892,-0.4138546123862469
155,206,202808,409.62105580771725,0.0,0.0,141.50545564266596,-22.34296668042094,1.8619138900350785,-0.469041575982343
365,206,89763,1259.9198030980288,8.737011515672013,6.04,222.59381120077435,-21.46707353132699,5.999618109990613,-0.7648408498581227
155,206,83816,1432.5619572139344,41.49077063414933,745.6800000000001,236.36858789638305,-20.69164270555324,6.82172360578064,-0.5054157284703186
224,206,36025,1034.7180042022924,0.0,646.8100000000001,195.42450777064548,-20.433934966759164,5.173590021011462,-0.4107473545065177
666,206,118728,2655.453065505008,706.3777368179398,2194.82,354.57405145759805,-19.7841655349105,13.27726532752504,-0.6853442425314163
161,206,18531,3554.705217231924,1735.8517704364187,686.0599999999998,437.5841391414773,-18.247470537396644,19.74836231795513,-3.1666264778102744
370,206,55341,507.4617422447215,0.0,10026.010000000002,121.51991519293306,-15.727497992991315,3.171635889029509,-0.8927185519304057
281,206,77271,755.9618755959378,0.0,517.32,142.05609321804957,-14.768867924101285,5.039745837306253,-0.510818001075853
365,206,57240,901.8674818882232,13.112658278898405,287.92,154.24683250173427,-14.235574291758205,6.441910584915881,-0.5795911100990321
27,206,126378,2507.9949335329266,1159.953060524504,4204.07,311.65295839035514,-13.522992230458335,17.91424952523519,-2.0057938635376287
166,206,73319,5755.424894525451,4487.301192081783,6054.95,632.9219306589736,-12.750986934761876,44.27249918865732,-2.263828421107295
421,206,81442,1120.3700667258272,117.50485505209043,1088.02,166.17946017574369,-12.031656334035771,9.336417222715228,-1.3988877750203024
166,206,115990,994.4110333848156,68.77907671387604,157.76999999999998,153.37459317950933,-11.985219964672837,8.286758611540131,-1.4325333903479138
166,206,82759,415.2489042109479,0.0,95.59,93.22295012963306,-11.488457713008504,3.7749900382813446,-0.6538387521302628
222,206,69813,438.93148906144165,0.0,59.63,94.63302118765928,-11.275527173670026,3.990286264194924,-0.8901498018502615
1092,206,116241,428.51285927105766,0.0,479.82,93.5441589629802,-11.265082896860983,3.8955714479187056,-0.539423372127856
926,206,94717,333.6577222378654,0.0,560.83,81.60910249016777,-10.720740059195828,3.0332520203442312,-0.3398013493032535
806,206,67387,362.9081143003896,0.0,1304.8200000000002,82.8982191923462,-10.357201724957164,3.629081143003896,-0.3305334813292887
342,206,10668,1191.1337825435735,338.5453980456512,794.07,157.85733786667728,-8.609768802737767,13.234819806039704,-1.5373730910673291
221,206,12794,297.23345302541713,0.0,213.42,67.53563179952619,-8.402730332663216,3.715418162817714,-0.2934458645305815
1436,206,105397,907.2662548229316,149.6995743630296,761.84,128.15052626024138,-8.31642239509961,11.340828185286645,-1.273921808026194
502,206,91554,327.4664170019678,0.0,187.98,69.42209929052524,-8.15010168673966,4.093330212524597,-0.3293147688417248
156,206,85246,2294.1567977982822,1486.330931196859,2974.34,265.9137880572244,-8.110690728310257,28.676959972478528,-2.249426527346176
306,206,78510,1275.5926667596784,473.6573063917613,1589.06,163.7518114698479,-8.042787731973343,15.94490833449598,-1.0368860932110753
224,206,90456,616.1230597731414,33.887317968460884,825.8199999999999,96.96017494805164,-7.855081993497224,7.701538247164268,-0.623565035101838
282,206,120833,599.4472890286946,31.2600761617128,2.4,94.71434124231618,-7.7265805198770465,7.493091112858683,-1.7146999018403446
1069,206,78153,3071.723994094725,2338.75288988332,1492.16,340.3274864537069,-7.367797120940977,43.88177134421036,-2.190067505120647
503,206,117256,3694.419110072612,2968.5178998773454,2927.68,402.3028714134985,-7.302435645830505,52.77741585818017,-1.6661918109350224
168,206,178902,497.5932674072108,14.18095999951887,904.02,82.18284471579432,-7.20522621668294,7.10847524867444,-0.7947931652034467
168,206,81468,2615.0799352106856,1975.6538347166688,10826.88,290.42913922954614,-6.426921268550569,43.58466558684476,-2.672444753272104
421,206,75515,487.6229922328269,34.5382338774958,498.63,75.02973099025675,-5.8372070593275724,8.127049870547113,-0.5371173364816674
304,206,123114,173.69327649544752,0.0,57.74,40.57374851129903,-5.156537969278728,3.47386552990895,-0.9394206939991164
866,206,127602,2077.0378019859554,1565.8204606042332,3050.24,230.8255238748652,-5.138165261393251,41.54075603971911,-4.571571368780655
461,206,52957,171.46048581101618,0.0,62.21,40.08859272391098,-5.098343142846526,3.4292097162203232,-0.516842626198582
1092,206,70422,326.8996661106005,6.718405998315203,205.28,54.907724163524776,-4.937279456103272,6.53799332221201,-0.8284176276892137
241,206,81647,247.54469176114185,0.0,284.98999999999995,45.26229923419521,-4.557295568462451,4.950893835222837,-0.5460118360562691
27,206,62149,139.45630740044152,0.0,455.52,33.15374005366729,-4.268468736360698,3.486407685011038,-0.5343750031517874
1349,206,95700,255.56895228777108,3.3364583725808075,227.98,43.99156221631556,-4.096592663897432,6.389223807194277,-1.2274602868444862
366,206,60781,328.68635069667954,30.460229452868504,171.0,49.3727871759669,-3.6675893569553217,8.217158767416988,-1.1903506838410172
507,206,89061,1463.7484346693066,1108.9611203911286,622.48,162.42232229863436,-3.566106407045265,36.59371086673266,-3.3357676536035217
222,206,125993,350.32609701844854,62.546086962877766,863.93,49.02336620024793,-3.1090569996451274,11.67753656728162,-0.9475831451958102
282,206,56719,311.3915003877179,45.56274530890873,407.95,44.56346111864561,-2.9831802399719605,10.379716679590596,-1.444855572428547
365,206,84433,14651.786919058008,14391.091098574674,5766.27,1477.5045761852746,-2.7390853954386154,488.3928973019336,-22.814901667513663
1349,206,94903,382.0789808409575,117.90417618677128,391.35,50.14046292224433,-2.651681075144128,12.735966028031918,-2.753006848000828
168,206,12244,630.2633272075262,386.0688519473357,389.9700000000001,74.05671272420713,-2.451195556323224,31.51316636037631,-2.760999092587631
402,206,128204,257.28316871673167,49.012866710942205,31.4,35.722524251095265,-2.220934973204911,12.864158435836584,-1.916217698606804
526,206,100039,197.1267115204625,19.378043008146506,6.65,29.439348609642558,-2.161483879465846,9.856335576023124,-1.224664010135578
321,206,72692,3257.803679772203,3056.239646287678,2862.76,334.992845778457,-2.0472172891637186,162.89018398861015,-9.69803828070204
166,206,68335,333.3795144139969,131.9313181171404,2396.4100000000003,42.43012001632688,-2.0204819055393743,16.668975720699844,-4.941659640242337
1434,206,97696,165.20150576840155,11.440571676458356,70.78999999999999,25.47695572967356,-1.9904011450740893,8.260075288420078,-1.3300639533859802
281,206,81723,89.63737538697188,0.0,107.55,17.425955670228774,-1.8804929181181296,4.481868769348594,-0.8522429250395633
1349,206,104077,314.8015202602096,140.3320854722484,924.09,39.35568636576917,-1.75011874216627,15.74007601301048,-3.081393938051192
607,206,56803,853.5328591472584,692.5956176889698,3352.3199999999997,92.64014056024163,-1.619301032336848,42.67664295736292,-2.572905932155379
241,206,68035,38.72150869211836,0.0,60.63,10.943400844604817,-1.5713888834206624,1.9360754346059177,-0.5544844022880487
370,206,77251,28.09730157763035,0.0,4.37,9.506632639681154,-1.4882005515373598,2.809730157763035,-0.3968849736570318
1092,206,76010,323.4149730035156,208.72820129679127,53.73,37.52303173600846,-1.1514520968126458,32.34149730035156,-5.715504106813063
421,206,189629,2181.3162316302887,2072.656176089574,482.5,223.11465647245703,-1.1073407354284794,218.13162316302888,-19.13079270113314
241,206,75028,29.405685777323583,0.0,34.5,7.864859163892747,-1.094286796924531,2.9405685777323582,-0.4700663231291158
481,206,128193,324.29216071834253,243.28860412522835,3417.57,36.0927195658805,-0.8141118875658332,32.429216071834254,-5.961629815918612
441,206,74134,1137.406240032048,1070.4803751174252,1173.9199999999996,116.8016609241747,-0.6802304268822039,113.7406240032048,-14.599839404664248
324,206,89756,98.12024117072828,31.9576142929628,175.17000000000002,12.79776239959846,-0.6634973961168068,9.812024117072829,-1.580467067891019
304,206,64226,534.1812330116164,475.19220775859407,22.44,56.097716108526136,-0.5954650683032213,53.41812330116164,-13.297079982215832
1349,206,77659,996.7685142300606,969.644837413988,667.47,100.9385128033603,-0.2803691956342725,inf,-59.24885866787899
527,206,69384,265.27286585609363,253.19793498860864,24.75,27.081930060022493,-0.1232541054251399,inf,-38.3319759237172
1092,206,115373,8.203615312652067,13.175065891858134,199.34,0.5966265681928775,0.0497188806827398,inf,4.941659640242333
1437,206,117637,3.103872701915185,8.741360419328565,0.0,0.0564340491257306,0.0564340491257306,inf,1.624807680927192
168,206,134774,317.1321204406017,343.20890279858133,423.4599999999999,30.55044064301836,0.2583936446759577,inf,17.556675180422697
441,206,69667,310.3334356881046,347.5546487248388,332.18,29.36803737569413,0.3700680429147399,inf,7.81406710013512
324,206,61462,37.46100783246893,75.67231379726147,59.3,2.0254334961084624,0.3823705082529846,inf,1.046713080050656
222,206,75872,11.435973373572692,52.35316270370159,0.0,-0.7000453334873464,0.4096983712988035,inf,0.5567945597093064
304,206,99777,82.87464139261178,124.4685854011144,188.64,6.416132295780164,0.4158515207735588,inf,2.7066754924788192
324,206,191166,449.46520885408097,503.04743142884325,148.39,42.5493174141793,0.5327118824952893,44.9465208854081,11.617772554812449
101,206,37574,691.5412136262687,788.4331099795548,608.6,64.814525247106,0.9643546923379704,69.15412136262687,7.6129343924207165
666,206,45673,60.21516107552256,173.88816383649646,386.5,0.9007686064249176,1.1379438891394085,6.021516107552256,0.3993354703918319
281,206,122379,660.9479522087761,793.8088616820921,650.79,60.13291126487821,1.3248631013332015,66.09479522087761,5.922718571734829
324,206,70771,56.54546467118142,210.95778392298743,4.79,-1.3024216441721554,1.545992913620066,2.827273233559071,0.7362268663817438
166,206,15003,102.27167162897108,265.9077916795647,55.22,2.856292014698472,1.637972255155253,5.113583581448554,1.0755482691110263
367,206,24286,387.1316536607346,575.3719948526987,139.41000000000005,30.24461548506804,1.8818999735567603,19.35658268303673,2.799832824943522
527,206,154717,462.31828021710544,659.9675666808,653.2900000000002,37.34218623925162,1.9754759516575384,23.11591401085527,5.119825384806634
325,206,122205,573.0068018001659,783.7611188857722,762.3000000000002,47.82476514515446,2.10575889663603,28.650340090008296,4.353289561211802
1409,206,145837,314.97165061808994,528.9523603668689,186.65,21.86568527335061,2.1403288418796405,15.748582530904496,1.6523375202027215
160,206,63785,369.5888105917898,650.2105049032712,711.7900000000001,24.32611480198148,2.807281390488333,12.319627019726326,2.3094749897110223
303,206,82833,1120.6449452267216,1415.3583160926887,148.86,98.82618916444528,2.9418456351615294,37.354831507557385,4.075260833867559
626,206,90630,1891.0274948729204,2192.60856795944,82.3,175.58524218374808,3.00389051189866,63.03424982909735,5.604480912527541
323,206,120991,256.5528314679896,556.8538895530176,261.95000000000005,12.13114115814719,3.00536488636706,8.551761048932986,1.205152003222366
222,206,75216,254.8047088903577,565.3965893094722,57.82,11.492464058840186,3.108445962265685,8.493490296345255,0.7693465692946013
27,206,71953,458.4135643979774,804.8476586024358,222.79,30.24599332851247,3.465636246952281,15.280452146599243,1.7714577833376008
303,206,69333,522.1317567656376,871.7449048750661,85.6,36.47704368468969,3.496918220416461,17.40439189218792,1.960969704875108
101,206,116734,146.30699503351644,515.8231980460905,1250.0700000000004,-2.0172315933030784,3.69954024370105,3.657674875837911,0.6888374461624197
504,206,87269,203.26146987004967,597.6938056496639,35.5,2.557514589239023,3.948584977281322,5.081536746751243,0.854023072557879
1289,206,95557,910.5643938939812,1306.6020005060918,1450.74,73.24329458923818,3.9584766222577614,22.764109847349527,2.898209771672924
156,206,115624,6526.40072223443,6941.682345611734,4808.56,634.180627877489,4.102098743545347,163.16001805586075,17.06108740345841
305,206,191240,516.4763750803118,942.7767467404308,816.73,32.4550741226478,4.265014085640749,12.911909377007794,2.243574679371446
441,206,92727,2806.33718863794,3242.793237531265,4322.29,261.073566069617,4.3467006209282095,70.15842971594849,3.628894318739697
1092,206,123151,183.9308612390601,622.5067325893348,88.18,-1.3658076179582892,4.390865275969845,4.598271530976503,0.4720490759061318
666,206,258529,469.394260775641,918.4741481152856,5822.76,26.71836208971348,4.493569775077918,11.734856519391029,1.401683768969001
101,206,69855,389.9245110842453,867.2011159801466,436.4,17.497464595312618,4.776663669580424,7.798490221684905,0.6810920312731644
366,206,128000,497.3985812964917,1027.1612614615658,979.64,25.88361148806199,5.301388142574929,9.947971625929837,1.6016775097931617
27,206,57863,946.7316181819008,1558.7453268444615,1070.8,67.12763494888361,6.121228193179213,15.778860303031678,1.5495623768995948
306,206,56335,6853.738071909542,7505.594688511806,6512.37,656.2650701909383,6.468608222225744,114.22896786515902,9.930795821075725
402,206,120719,855.7249025501563,1546.4207143876208,1031.07,54.47726602211789,6.910049829532833,12.224641465002234,1.0212167197683244
168,206,48778,1130.376847232547,1905.3536195484087,1033.6,78.154819014162,7.751747935353937,14.12971059040684,0.8899713525548316
168,206,66869,902.1149043008562,1685.1641009990349,121.89,54.955826349956254,7.834592017806525,11.276436303760702,1.0427288503945498
666,206,217028,531.0942578612335,1338.6954609105333,1397.2899999999995,16.73262853448921,8.083732722585363,6.638678223265418,0.4736775804041123
421,206,118182,2557.738967226059,3378.032774672485,907.34,218.90481486779453,8.193129301069193,31.971737090325732,2.3020665058616245
168,206,264689,1317.8979056368082,2282.569676843411,394.05,88.36495962201741,9.649962431480755,13.178979056368082,1.368759976176254
324,206,64486,2236.554702094568,3225.34578215955,2749.4,179.17976160784903,9.883490800357276,22.36554702094568,5.155651051237294
1092,206,70770,1020.716438355802,2051.920721283523,2243.44,55.636570399481904,10.318905208021844,10.20716438355802,1.2818081529806602
866,206,250949,7260.348058363094,8328.092891506305,3236.32,678.1984461202845,10.630302159116663,66.00316416693722,7.030054580692594
1451,206,70862,5318.10547200574,6388.745555885375,6483.54,483.76726618305474,10.67628467055983,48.34641338187036,1.6182196421481214
526,206,127330,1179.8778192100333,2308.433250166119,513.01,67.17146298295214,11.292515319566936,10.726161992818485,0.5984532176649746
1572,206,197469,1081.6849256107,2275.07064734201,375.79,54.42647940424006,11.942669590406652,9.014041046755834,1.1061424911130695
1092,206,91584,1027.147294583925,2236.9171692741784,3796.4,48.23215425733123,12.107238933569173,8.559560788199375,0.8585319256517219
1092,206,71166,914.4914746666587,2140.2608958747887,1582.86,36.24105681194105,12.268464589938851,7.620762288888823,1.0514717862634744
372,206,117748,1213.227906520718,2450.7079287759366,790.78,65.5986726401962,12.383137335972354,10.110232554339316,0.6366540256868352
282,206,62266,714.4397118243674,2003.0159179085156,639.1199999999999,13.397374913284018,12.899243615367272,5.495690090956672,0.2947394023668738
502,206,119004,1997.9360532726168,3587.99673743488,2137.9000000000005,128.20994624168,15.907479796795927,12.487100332953856,2.078097453944084
381,206,62034,3053.7724870613606,4979.716429666738,1407.9,218.69725221351936,19.262221442803718,16.07248677400716,0.8360872891086867
154,206,280248,684.3661568321552,2694.739026273655,536.9799999999999,-22.141745943942965,20.12852480603522,3.421830784160776,0.2822047802190867
162,206,29275,996.5226364292758,3117.224429351584,5461.1,4.113783456320007,21.23077337480168,4.745345887758456,0.7961502522100865
341,206,222429,5164.527715216731,7354.914465119989,4485.68,417.93769574655016,21.892239061138422,23.475125978257868,1.962057207346221
321,206,7168,3149.3056960465487,5425.070433620487,5420.56,212.4882942311028,22.764950083011577,13.692633461071951,1.6724794196860415
322,206,191708,1107.3333761203744,3594.4301402311767,216.69,-1.3138001145665612,24.899363939245333,4.429333504481498,0.3965734929909119
154,206,65000,2944.417001283656,5513.54772236819,1848.89,178.7696792571346,25.704893526940214,11.324680774167907,0.9669341468836646
168,206,56364,1185.5434935305732,3757.690157913552,121.32,2.6771840551097625,25.75048117732168,4.5597826674252815,0.880435924147179
441,206,87091,2051.869055731672,4856.418772923714,1085.1799999999998,78.86968387412567,28.07049371089811,7.328103770470256,1.2348295058343792
1409,206,161178,2281.406376245764,5200.118452779797,3992.81,96.68727721106214,29.211857869669824,7.866918538778495,0.6447440343811335
167,206,281148,1330.5183479760856,4519.581360798848,847.1699999999998,-10.623366503178971,31.92782251128612,4.157869837425268,0.5200448000238833
224,206,270328,782.4336978159829,3988.39318590551,3837.37,-66.21490654796105,32.10183918434652,2.4451053056749465,0.292431651054939
303,206,57722,1147.537215673493,4444.916739991425,3491.2000000000003,-33.81038687596396,33.01424632073628,3.4773855020408875,0.3284945537584656
367,206,71177,4010.414889710871,7381.078696425004,2083.9000000000005,249.28720496773423,33.72317422296731,11.795337910914329,0.5549490716336779
155,206,295534,656.9817081866686,4235.613550248699,8481.58,-95.56097573624274,35.83536590109102,1.8249491894074128,0.4690415759823429
